Timestamp,GPU Utilization,Memory Usage
2024-07-13T18:45:33.551086,90,13.299331665039062
2024-07-13T18:45:33.652758,83,13.326187133789064
2024-07-13T18:45:33.753064,83,13.338394165039064
2024-07-13T18:45:33.853350,91,13.338394165039064
2024-07-13T18:45:33.953644,91,13.338394165039064
2024-07-13T18:45:34.053859,88,13.338394165039064
2024-07-13T18:45:34.154108,88,13.338394165039064
2024-07-13T18:45:34.254379,91,13.338394165039064
2024-07-13T18:45:34.354638,91,13.338394165039064
2024-07-13T18:45:34.454871,86,13.338394165039064
2024-07-13T18:45:34.555125,86,13.338394165039064
2024-07-13T18:45:34.655376,86,13.338394165039064
2024-07-13T18:45:34.755637,89,13.338394165039064
2024-07-13T18:45:34.855978,89,13.729019165039064
2024-07-13T18:45:34.956259,89,13.729019165039064
2024-07-13T18:45:35.056608,89,13.729019165039064
2024-07-13T18:45:35.156869,90,13.729019165039064
2024-07-13T18:45:35.257139,90,13.729019165039064
2024-07-13T18:45:35.357469,100,13.729019165039064
2024-07-13T18:45:35.457737,100,13.729019165039064
2024-07-13T18:45:35.558009,91,13.729019165039064
2024-07-13T18:45:35.658238,91,13.729019165039064
2024-07-13T18:45:35.758544,98,13.729019165039064
2024-07-13T18:45:35.858793,98,13.729019165039064
2024-07-13T18:45:35.959014,100,13.729019165039064
2024-07-13T18:45:36.059233,100,13.729019165039064
2024-07-13T18:45:36.159430,97,13.729019165039064
2024-07-13T18:45:36.259605,97,13.729019165039064
2024-07-13T18:45:36.359801,97,13.729019165039064
2024-07-13T18:45:36.460085,97,13.729019165039064
2024-07-13T18:45:36.560353,100,13.729019165039064
2024-07-13T18:45:36.660658,100,14.029312133789062
2024-07-13T18:45:36.760936,90,14.029312133789062
2024-07-13T18:45:36.861224,90,14.029312133789062
2024-07-13T18:45:36.961515,100,14.029312133789062
2024-07-13T18:45:37.061777,100,14.029312133789062
2024-07-13T18:45:37.162042,97,14.029312133789062
2024-07-13T18:45:37.262262,97,14.029312133789062
2024-07-13T18:45:37.362505,98,14.029312133789062
2024-07-13T18:45:37.462723,98,14.029312133789062
2024-07-13T18:45:37.562978,97,14.029312133789062
2024-07-13T18:45:37.663794,97,14.029312133789062
2024-07-13T18:45:37.764002,100,14.029312133789062
2024-07-13T18:45:37.864272,100,14.029312133789062
2024-07-13T18:45:37.964590,100,14.029312133789062
2024-07-13T18:45:38.064834,98,14.029312133789062
2024-07-13T18:45:38.165135,98,14.029312133789062
2024-07-13T18:45:38.265477,100,14.029312133789062
