Timestamp,GPU Utilization,Memory Usage
2024-07-13T21:49:45.028229,90,12.78228759765625
2024-07-13T21:49:45.054860,90,12.78228759765625
2024-07-13T21:49:45.080152,90,12.78228759765625
2024-07-13T21:49:45.105710,90,12.78228759765625
2024-07-13T21:49:45.130997,90,12.78228759765625
2024-07-13T21:49:45.156340,90,12.78228759765625
2024-07-13T21:49:45.181673,90,12.78228759765625
2024-07-13T21:49:45.206953,90,12.78228759765625
2024-07-13T21:49:45.232232,90,12.78228759765625
2024-07-13T21:49:45.257548,90,12.78228759765625
2024-07-13T21:49:45.282877,90,12.78228759765625
2024-07-13T21:49:45.308213,85,12.78228759765625
2024-07-13T21:49:45.333539,85,12.78228759765625
2024-07-13T21:49:45.358821,85,12.78228759765625
2024-07-13T21:49:45.384074,85,12.78228759765625
2024-07-13T21:49:45.409277,85,12.78228759765625
2024-07-13T21:49:45.434485,85,12.78228759765625
2024-07-13T21:49:45.459696,85,12.78228759765625
2024-07-13T21:49:45.484874,85,12.78228759765625
2024-07-13T21:49:45.510087,91,12.78228759765625
2024-07-13T21:49:45.535301,91,12.78228759765625
2024-07-13T21:49:45.560517,91,12.78228759765625
2024-07-13T21:49:45.585718,91,12.78228759765625
2024-07-13T21:49:45.610934,91,12.78228759765625
2024-07-13T21:49:45.636134,91,12.78228759765625
2024-07-13T21:49:45.661355,91,12.78228759765625
2024-07-13T21:49:45.686563,91,12.78228759765625
2024-07-13T21:49:45.711796,93,12.78228759765625
2024-07-13T21:49:45.737009,93,12.78228759765625
2024-07-13T21:49:45.762228,93,12.78228759765625
2024-07-13T21:49:45.787439,93,12.78228759765625
2024-07-13T21:49:45.812661,93,12.78228759765625
2024-07-13T21:49:45.837865,93,12.78228759765625
2024-07-13T21:49:45.863049,93,12.78228759765625
2024-07-13T21:49:45.888298,93,12.78228759765625
2024-07-13T21:49:45.913458,90,12.78228759765625
2024-07-13T21:49:45.938610,90,12.78228759765625
2024-07-13T21:49:45.963878,90,12.78228759765625
2024-07-13T21:49:45.989043,90,12.78228759765625
2024-07-13T21:49:46.014228,90,12.78228759765625
2024-07-13T21:49:46.039415,90,12.78228759765625
2024-07-13T21:49:46.064613,90,12.78228759765625
2024-07-13T21:49:46.089869,90,12.78228759765625
2024-07-13T21:49:46.115127,88,12.78228759765625
2024-07-13T21:49:46.140344,88,12.78228759765625
2024-07-13T21:49:46.165536,88,12.78228759765625
2024-07-13T21:49:46.190807,88,12.78228759765625
2024-07-13T21:49:46.216154,88,12.78228759765625
2024-07-13T21:49:46.241526,88,12.78228759765625
2024-07-13T21:49:46.266957,88,12.78228759765625
2024-07-13T21:49:46.292216,88,12.78228759765625
2024-07-13T21:49:46.317896,85,12.78228759765625
2024-07-13T21:49:46.343129,85,12.78228759765625
2024-07-13T21:49:46.375158,85,12.78228759765625
2024-07-13T21:49:46.400449,85,12.78228759765625
2024-07-13T21:49:46.425815,85,12.78228759765625
2024-07-13T21:49:46.451208,85,12.78228759765625
2024-07-13T21:49:46.479242,85,12.78228759765625
2024-07-13T21:49:46.504567,85,12.78228759765625
2024-07-13T21:49:46.529828,90,12.78228759765625
2024-07-13T21:49:46.555069,90,12.78228759765625
2024-07-13T21:49:46.580239,90,12.78228759765625
2024-07-13T21:49:46.605393,90,12.78228759765625
2024-07-13T21:49:46.630602,90,12.78228759765625
2024-07-13T21:49:46.655772,90,12.78228759765625
2024-07-13T21:49:46.680855,90,12.78228759765625
2024-07-13T21:49:46.705943,90,12.78228759765625
2024-07-13T21:49:46.731087,91,12.78228759765625
2024-07-13T21:49:46.759327,91,12.78228759765625
2024-07-13T21:49:46.784511,91,12.78228759765625
2024-07-13T21:49:46.809660,91,12.78228759765625
2024-07-13T21:49:46.834799,91,12.78228759765625
2024-07-13T21:49:46.859929,91,12.78228759765625
2024-07-13T21:49:46.885056,91,12.78228759765625
2024-07-13T21:49:46.910165,91,12.78228759765625
2024-07-13T21:49:46.935265,92,12.78228759765625
2024-07-13T21:49:46.960344,92,12.78228759765625
2024-07-13T21:49:46.985432,92,12.78228759765625
2024-07-13T21:49:47.010695,92,12.78228759765625
2024-07-13T21:49:47.035890,92,12.78228759765625
2024-07-13T21:49:47.061031,92,12.78228759765625
2024-07-13T21:49:47.086222,92,12.78228759765625
2024-07-13T21:49:47.111406,92,12.78228759765625
2024-07-13T21:49:47.136563,100,12.78228759765625
2024-07-13T21:49:47.161721,100,12.78228759765625
2024-07-13T21:49:47.186863,100,12.78228759765625
2024-07-13T21:49:47.212022,100,12.78228759765625
2024-07-13T21:49:47.237115,100,12.78228759765625
2024-07-13T21:49:47.262221,100,12.78228759765625
2024-07-13T21:49:47.293798,100,12.78228759765625
2024-07-13T21:49:47.319016,100,12.78228759765625
2024-07-13T21:49:47.344230,84,12.78228759765625
2024-07-13T21:49:47.369447,84,12.78228759765625
2024-07-13T21:49:47.394627,84,12.78228759765625
2024-07-13T21:49:47.419822,84,12.78228759765625
2024-07-13T21:49:47.444979,84,12.78228759765625
