Timestamp,GPU Utilization,Memory Usage
2024-07-13T21:37:43.119218,87,12.78228759765625
2024-07-13T21:37:43.220859,87,12.78228759765625
2024-07-13T21:37:43.321167,87,12.78228759765625
2024-07-13T21:37:43.421473,90,12.78228759765625
2024-07-13T21:37:43.521819,90,12.78228759765625
2024-07-13T21:37:43.622144,90,12.78228759765625
2024-07-13T21:37:43.722343,90,12.78228759765625
2024-07-13T21:37:43.822540,91,12.78228759765625
2024-07-13T21:37:43.922769,91,12.78228759765625
2024-07-13T21:37:44.023166,86,12.78228759765625
2024-07-13T21:37:44.123406,86,12.78228759765625
2024-07-13T21:37:44.223636,90,12.78228759765625
2024-07-13T21:37:44.323949,90,12.78228759765625
2024-07-13T21:37:44.424333,89,12.78228759765625
2024-07-13T21:37:44.524625,89,12.78228759765625
2024-07-13T21:37:44.624831,88,12.78228759765625
2024-07-13T21:37:44.725093,88,12.78228759765625
2024-07-13T21:37:44.825460,95,12.78228759765625
2024-07-13T21:37:44.925708,95,12.78228759765625
2024-07-13T21:37:45.025978,85,12.78228759765625
2024-07-13T21:37:45.126224,85,12.78228759765625
2024-07-13T21:37:45.226482,89,12.78228759765625
2024-07-13T21:37:45.326744,89,12.78228759765625
2024-07-13T21:37:45.426993,90,12.78228759765625
2024-07-13T21:37:45.527232,90,12.78228759765625
2024-07-13T21:37:45.627413,90,12.78228759765625
2024-07-13T21:37:45.727628,94,12.78228759765625
2024-07-13T21:37:45.827779,94,12.78228759765625
2024-07-13T21:37:45.927968,100,12.78228759765625
2024-07-13T21:37:46.028714,100,12.78228759765625
2024-07-13T21:37:46.128917,100,12.78228759765625
2024-07-13T21:37:46.229147,100,12.78228759765625
2024-07-13T21:37:46.329412,94,12.78228759765625
2024-07-13T21:37:46.429694,94,12.78228759765625
2024-07-13T21:37:46.529961,85,12.78228759765625
2024-07-13T21:37:46.630234,85,12.78228759765625
2024-07-13T21:37:46.730480,92,12.78228759765625
2024-07-13T21:37:46.830775,92,12.78228759765625
2024-07-13T21:37:46.931126,89,12.78228759765625
2024-07-13T21:37:47.031330,89,12.78228759765625
2024-07-13T21:37:47.131492,92,12.78228759765625
2024-07-13T21:37:47.231623,92,12.78228759765625
2024-07-13T21:37:47.331774,100,12.78228759765625
2024-07-13T21:37:47.431931,100,12.78228759765625
2024-07-13T21:37:47.532117,100,12.78228759765625
2024-07-13T21:37:47.632259,100,12.78228759765625
2024-07-13T21:37:47.732576,100,12.78228759765625
2024-07-13T21:37:47.832863,100,12.78228759765625
2024-07-13T21:37:47.933108,85,12.78228759765625
2024-07-13T21:37:48.033345,85,12.78228759765625
2024-07-13T21:37:48.133683,90,12.78228759765625
2024-07-13T21:37:48.233956,90,12.78228759765625
2024-07-13T21:37:48.334215,89,12.78228759765625
2024-07-13T21:37:48.434449,89,12.78228759765625
2024-07-13T21:37:48.534576,89,12.78228759765625
2024-07-13T21:37:48.634762,89,12.78228759765625
2024-07-13T21:37:48.734915,99,12.78228759765625
2024-07-13T21:37:48.835063,99,12.78228759765625
2024-07-13T21:37:48.935242,100,12.78228759765625
2024-07-13T21:37:49.035371,100,12.78228759765625
2024-07-13T21:37:49.135484,100,12.78228759765625
2024-07-13T21:37:49.235680,100,12.78228759765625
2024-07-13T21:37:49.335915,93,12.78228759765625
2024-07-13T21:37:49.436093,93,12.78228759765625
2024-07-13T21:37:49.536305,85,12.78228759765625
2024-07-13T21:37:49.636555,85,12.78228759765625
2024-07-13T21:37:49.736769,90,12.78228759765625
2024-07-13T21:37:49.837037,90,12.78228759765625
2024-07-13T21:37:49.937322,89,12.78228759765625
2024-07-13T21:37:50.037556,89,12.78228759765625
2024-07-13T21:37:50.137771,94,12.78228759765625
2024-07-13T21:37:50.237929,94,12.78228759765625
2024-07-13T21:37:50.338099,100,12.78228759765625
2024-07-13T21:37:50.438251,100,12.78228759765625
2024-07-13T21:37:50.538453,100,12.78228759765625
2024-07-13T21:37:50.638597,100,12.78228759765625
2024-07-13T21:37:50.738809,100,12.78228759765625
2024-07-13T21:37:50.839108,84,12.78228759765625
2024-07-13T21:37:50.939361,84,12.78228759765625
2024-07-13T21:37:51.039648,84,12.78228759765625
2024-07-13T21:37:51.139945,84,12.78228759765625
2024-07-13T21:37:51.240187,89,12.78228759765625
2024-07-13T21:37:51.340436,89,12.78228759765625
2024-07-13T21:37:51.440689,89,12.78228759765625
2024-07-13T21:37:51.540862,89,12.78228759765625
2024-07-13T21:37:51.646528,100,12.78228759765625
2024-07-13T21:37:51.746670,100,12.78228759765625
2024-07-13T21:37:51.846816,100,12.78228759765625
2024-07-13T21:37:51.946969,100,12.78228759765625
2024-07-13T21:37:52.047154,100,12.78228759765625
2024-07-13T21:37:52.147291,100,12.78228759765625
2024-07-13T21:37:52.247506,95,12.78228759765625
2024-07-13T21:37:52.347772,95,12.78228759765625
2024-07-13T21:37:52.448028,85,12.78228759765625
2024-07-13T21:37:52.548258,85,12.78228759765625
2024-07-13T21:37:52.648503,90,12.78228759765625
2024-07-13T21:37:52.748730,90,12.78228759765625
2024-07-13T21:37:52.848990,90,12.78228759765625
2024-07-13T21:37:52.949266,90,12.78228759765625
2024-07-13T21:37:53.049516,94,12.78228759765625
2024-07-13T21:37:53.149709,94,12.78228759765625
2024-07-13T21:37:53.249921,100,12.78228759765625
2024-07-13T21:37:53.350062,100,12.78228759765625
